f(t)

T_MIN    0
T_MAX    3.3356409519815208e-009
NUM_T    2001
DELTA_T  1.6678204759907604e-012

0	0	1.5508133356037135e-016
1	1.6678204759907604e-012	3.1747002606769642e-016
2	3.3356409519815207e-012	4.8499026395403697e-016
3	5.0034614279722807e-012	6.5512871005478451e-016
4	6.6712819039630414e-012	8.2504483237387821e-016
5	8.3391023799538022e-012	9.9158860044427765e-016
6	1.0006922855944561e-011	1.1513260008807021e-015
7	1.1674743331935322e-011	1.3005727192190976e-015
8	1.3342563807926083e-011	1.4354362127506876e-015
9	1.5010384283916844e-011	1.5518662593617096e-015
10	1.6678204759907604e-011	1.6457139113656624e-015
11	1.8346025235898365e-011	1.7127986123770677e-015
12	2.0013845711889123e-011	1.748983051284157e-015
13	2.1681666187879883e-011	1.6339441324762534e-015
14	2.3349486663870644e-011	1.3584216512451426e-015
15	2.5017307139861405e-011	9.9270208450348045e-016
16	2.6685127615852166e-011	5.3602130442929379e-016
17	2.8352948091842926e-011	2.7946591440499426e-017
18	3.0020768567833687e-011	-5.2404055420246984e-016
19	3.1688589043824445e-011	-1.1165373344379765e-015
20	3.3356409519815209e-011	-1.7369560832255517e-015
21	3.5024229995805966e-011	-2.3977016717697834e-015
22	3.669205047179673e-011	-3.0890228077029429e-015
23	3.8359870947787488e-011	-3.8244452548305899e-015
24	4.0027691423778245e-011	-4.5852760432728586e-015
25	4.1695511899769009e-011	-5.391590672122956e-015
26	4.3363332375759767e-011	-6.2119156380562769e-015
27	4.5031152851750531e-011	-6.9475085506592947e-015
28	4.6698973327741288e-011	-7.5776840397424398e-015
29	4.8366793803732052e-011	-8.1059858537705719e-015
30	5.003461427972281e-011	-8.5157937384905127e-015
31	5.1702434755713574e-011	-8.7668613432630383e-015
32	5.3370255231704331e-011	-8.8382587073693899e-015
33	5.5038075707695089e-011	-8.737598114199147e-015
34	5.6705896183685853e-011	-8.4483221622735859e-015
35	5.8373716659676617e-011	-7.960609302279307e-015
36	6.0041537135667374e-011	-7.2581901906182694e-015
37	6.1709357611658132e-011	-6.3353012415179246e-015
38	6.3377178087648889e-011	-5.1851478255923042e-015
39	6.504499856363966e-011	-3.8151855381688475e-015
40	6.6712819039630417e-011	-2.2218063058106906e-015
41	6.8380639515621175e-011	-4.1122627440476058e-016
42	7.0048459991611932e-011	1.6058413557170237e-015
43	7.171628046760269e-011	3.805268761102743e-015
44	7.338410094359346e-011	6.1679509885219573e-015
45	7.5051921419584218e-011	8.6698193393783573e-015
46	7.6719741895574975e-011	1.128036039058152e-014
47	7.8387562371565733e-011	1.3965825417802256e-014
48	8.005538284755649e-011	1.6689075205487325e-014
49	8.1723203323547261e-011	1.9412174310342218e-014
50	8.3391023799538018e-011	2.2082372494378853e-014
51	8.5058844275528776e-011	2.4660680119212499e-014
52	8.6726664751519533e-011	2.7078719311004891e-014
53	8.8394485227510304e-011	2.9237461810211886e-014
54	9.0062305703501061e-011	3.1069602144945305e-014
55	9.1730126179491819e-011	3.250885603556639e-014
56	9.3397946655482576e-011	3.3499755612565919e-014
57	9.5065767131473334e-011	3.3918076528325986e-014
58	9.6733587607464104e-011	3.3711309539122216e-014
59	9.8401408083454862e-011	3.2884019234836366e-014
60	1.0006922855944562e-010	3.1381671691572151e-014
61	1.0173704903543638e-010	2.9175189804858446e-014
62	1.0340486951142715e-010	2.6226862930093979e-014
63	1.0507268998741791e-010	2.2513947486877137e-014
64	1.0674051046340866e-010	1.8025742656337991e-014
65	1.0840833093939942e-010	1.2749568064200454e-014
66	1.1007615141539018e-010	6.7076400124373785e-015
67	1.1174397189138095e-010	-9.6860786704780645e-017
68	1.1341179236737171e-010	-7.5934040215314283e-015
69	1.1507961284336246e-010	-1.5749083300542891e-014
70	1.1674743331935323e-010	-2.4456228442528925e-014
71	1.1841525379534399e-010	-3.3489427670334529e-014
72	1.2008307427133475e-010	-4.2723490108739487e-014
73	1.2175089474732551e-010	-5.2064397772627276e-014
74	1.2341871522331626e-010	-6.1360454816967865e-014
75	1.2508653569930702e-010	-7.0447300779088899e-014
76	1.2675435617529778e-010	-7.9142495166821946e-014
77	1.2842217665128854e-010	-8.724288848860964e-014
78	1.3008999712727932e-010	-9.4548642300065034e-014
79	1.3175781760327008e-010	-1.0086455347029608e-013
80	1.3342563807926083e-010	-1.0598182328484864e-013
81	1.3509345855525159e-010	-1.097000316271862e-013
82	1.3676127903124235e-010	-1.1183542184195955e-013
83	1.3842909950723311e-010	-1.122188335615929e-013
84	1.4009691998322386e-010	-1.1068143406277089e-013
85	1.4176474045921462e-010	-1.0708608592155999e-013
86	1.4343256093520538e-010	-1.0130607178333273e-013
87	1.4510038141119616e-010	-9.3252584275766444e-014
88	1.4676820188718692e-010	-8.2849613234608112e-014
89	1.4843602236317768e-010	-7.006950807875091e-014
90	1.5010384283916844e-010	-5.4916723097764969e-014
91	1.5177166331515919e-010	-3.7447896912696329e-014
92	1.5343948379114995e-010	-1.7772828094201568e-014
93	1.5510730426714071e-010	3.9524902030557407e-015
94	1.5677512474313147e-010	2.7525168103910651e-014
95	1.5844294521912222e-010	5.2779423731257329e-014
96	1.6011076569511298e-010	7.9395250021894833e-014
97	1.6177858617110376e-010	1.0690721499104422e-013
98	1.6344640664709452e-010	1.3492615891558812e-013
99	1.6511422712308528e-010	1.6299698068072688e-013
100	1.6678204759907604e-010	1.9065553324706337e-013
101	1.6844986807506679e-010	2.1741318447691399e-013
102	1.7011768855105755e-010	2.4271861787074872e-013
103	1.7178550902704831e-010	2.6600637926441456e-013
